,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,type,Popularity,ID,TMDB Rating
318,Trailer Park Boys,2001,18+,8.4,,1,0,0,0,1,19.04,3796,7.9
319,Private Practice,2007,16+,6.6,51%,1,1,0,0,1,22.415,3172,6.8
320,Ragnarok,2020,18+,7.5,,1,0,0,0,1,28.011,91557,8.1
321,Akame ga Kill!,2014,18+,7.9,,1,1,0,0,1,42.042,61223,8.2
322,Insatiable,2018,16+,6.6,11%,1,0,0,0,1,62.415,80743,8
323,No Tomorrow,2016,7+,7.2,88%,1,0,0,0,1,6.872,67134,6.1
324,The Ranch,2016,16+,7.5,,1,0,0,0,1,25.885,65493,7.5
325,Ramayan,1987,all,9.3,,1,0,0,0,1,1.347,15620,0
326,Surviving R. Kelly,2019,18+,7.6,95%,1,0,0,0,1,1.963,85389,7.8
327,Easy,2016,18+,6.9,90%,1,0,0,0,1,12.179,67780,6.2
328,Self Made: Inspired by the Life of Madam C.J. Walker,2020,16+,7.4,77%,1,0,0,0,1,9.149,97539,7.5
329,Knightfall,2017,16+,6.8,60%,1,0,0,0,1,21.066,73117,6.6
330,Kim's Convenience,2016,16+,8.1,,1,0,0,0,1,12.332,68106,7.8
331,Kengan Ashura,2019,,8.0,,1,0,0,0,1,93.969,90660,7.1
332,Spotless,2015,,7.9,100%,1,0,0,0,1,3.402,62202,7.1
333,Carmen Sandiego,2019,7+,7.9,93%,1,0,0,0,1,24.513,74728,8.4
334,Inside Bill's Brain: Decoding Bill Gates,2019,16+,8.0,50%,1,0,0,0,1,8.185,93016,7.9
335,Saint Seiya,1986,7+,8.4,,1,0,1,0,1,16.131,105569,10
336,Flint Town,2018,18+,8.0,95%,1,0,0,0,1,2.394,77591,7.9
337,Rake,2010,16+,8.6,100%,1,1,1,0,1,4.857,34379,7.4
338,Rilakkuma and Kaoru,2019,7+,8.4,100%,1,0,0,0,1,9.95,84655,6.4
339,Scooby-Doo! Mystery Incorporated,2010,7+,8.0,,1,0,0,0,1,35.108,18123,7.8
340,anohana: The Flower We Saw That Day,2011,16+,8.2,,1,0,0,0,1,16.426,39434,8.5
341,Africa,2013,all,9.0,,1,0,0,0,1,6.695,46664,8.3
342,The Frankenstein Chronicles,2015,16+,7.3,78%,1,0,0,0,1,11.949,64421,6.8
343,Meteor Garden,2018,16+,8.2,,1,0,0,0,1,28.587,79818,8.3
344,Wu Assassins,2019,18+,6.4,83%,1,0,0,0,1,9.574,86752,7.4
345,The Black Donnellys,2007,16+,8.1,40%,1,0,0,0,1,4.538,625,7.7
346,H2O: Just Add Water,2006,all,7.2,,1,1,1,0,1,13.182,2260,7.2
347,Collateral,2018,7+,6.7,78%,1,0,0,0,1,14.358,76796,6.1
348,1983,2018,18+,6.8,100%,1,0,0,0,1,4.991,82798,7.1
349,November 13: Attack on Paris,2018,18+,8.3,100%,1,0,0,0,1,5.991,79932,8.3
350,Black Butler,2008,16+,7.8,,1,1,0,0,1,29.424,50712,7.7
351,Green Eggs and Ham,2019,,8.2,100%,1,0,0,0,1,5.406,86957,8.2
352,The Confession Tapes,2017,16+,7.5,100%,1,0,0,0,1,1.83,73792,7.4
353,Bad Blood,2017,18+,7.5,80%,1,0,0,0,1,7.352,72742,7.3
354,Formula 1: Drive to Survive,2019,16+,8.6,,1,0,0,0,1,12.005,87083,8.3
355,The Great British Bake Off,2010,7+,8.6,,1,0,0,0,1,4.283,34549,7.8
356,The Trials of Gabriel Fernandez,2020,18+,8.2,80%,1,0,0,0,1,9.515,99626,7.4
357,Ugly Delicious,2018,18+,7.8,100%,1,0,0,0,1,3.01,77416,7.1
358,The Night Shift,2014,16+,7.4,30%,1,0,0,0,1,26.946,60804,6.9
359,Impractical Jokers,2011,16+,8.5,,1,0,0,0,1,17.155,59186,7.4
360,The Andy Griffith Show,1960,all,8.3,,1,0,1,0,1,43.354,106,7.7
361,Itaewon Class,2020,,8.2,,1,0,0,0,1,10.48,96162,8.4
362,Aquarius,2015,16+,7.1,77%,1,0,0,0,1,15.4,61239,6.8
363,Caliphate,2020,,8.2,,1,0,0,0,1,10.79,92891,7.8
364,Black Summer,2019,18+,6.4,75%,1,0,0,0,1,26.116,88052,6.4
365,Bonding,2019,16+,7.2,64%,1,0,0,0,1,10.855,88512,7.4
366,Miraculous: Tales of Ladybug & Cat Noir,2015,7+,7.8,,1,0,0,0,1,159.944,65334,7.6
367,Animaniacs,1993,all,7.9,,1,1,0,0,1,28.975,82,8
368,When Calls the Heart,2014,all,8.2,,1,0,0,0,1,34.589,61865,8.5
369,Young & Hungry,2014,16+,7.4,60%,1,0,0,0,1,79.853,71728,7.9
370,Club de Cuervos,2015,18+,8.2,80%,1,0,0,0,1,27.482,63314,8.1
371,I'm Sorry,2017,7+,7.9,75%,1,0,0,0,1,5.051,72820,7.5
372,The Universe,2007,16+,8.8,,1,0,0,0,1,11.391,2622,8.4
373,The Chalet,2018,18+,7.0,100%,1,0,0,0,1,0.6,23357,0
374,My Next Guest Needs No Introduction With David Letterman,2018,18+,7.9,83%,1,0,0,0,1,4.103,76178,7.9
375,Still Game,2002,16+,8.9,,1,0,0,0,1,5.046,436,8.4
376,NOVA,1974,7+,8.7,,1,0,1,0,1,38.467,3562,7.3
377,The Confession Killer,2019,16+,7.4,100%,1,0,0,0,1,2.371,95986,7.4
378,Father Brown,2013,7+,7.7,,1,0,0,0,1,12.517,61511,7.3
379,Bordertown,2016,7+,7.6,39%,1,0,0,0,1,7.28,63039,5.6
380,Battle Creek,2015,16+,7.3,96%,1,0,0,0,1,9.224,61676,7.2
381,Valhalla Murders,2019,18+,7.1,,1,0,0,0,1,9.365,97405,6.7
382,Scream: The TV Series,2015,16+,7.2,,1,0,0,0,1,65.53,62823,6.5
383,Special,2019,18+,7.6,95%,1,0,0,0,1,298.732,2734,7.4
384,CSI: Miami,2002,16+,6.4,,1,1,0,0,1,83.193,1620,7.5
385,3Below: Tales of Arcadia,2018,7+,7.8,100%,1,0,0,0,1,33.332,84154,8.3
386,Mystery Science Theater 3000: The Return,2017,16+,8.0,100%,1,0,0,0,1,,,
387,Dear White People,2017,16+,6.2,95%,1,0,0,0,1,10.818,70767,6
388,LEGO Ninjago: Masters of Spinjitzu,2012,all,6.8,,1,0,1,0,1,33.747,38693,7.6
389,The English Game,2020,,7.6,67%,1,0,0,0,1,10.189,100052,7.6
390,White Gold,2017,18+,7.4,88%,1,0,0,0,1,5.759,71683,6.9
391,Crazyhead,2016,,7.3,100%,1,0,0,0,1,6.552,68302,6.7
392,The Protector,2018,16+,6.9,,1,0,0,0,1,3.287,30948,8.5
393,Dirty John,2018,16+,7.1,71%,1,0,0,0,1,20.223,83251,7.2
394,Get Shorty,2017,18+,8.2,,1,0,0,0,1,14.781,71951,6.9
395,30 for 30,2009,7+,8.8,,1,0,0,0,1,8.979,31677,7.9
396,Bard of Blood,2019,,7.0,,1,0,0,0,1,4.852,91016,7.6
397,The Great Train Robbery,2013,,7.4,78%,1,0,0,0,1,4.664,64257,6.9
398,Devilman: Crybaby,2018,,7.6,80%,1,0,0,0,1,41.742,75208,7.5
399,Good Witch,2015,7+,7.3,,1,0,0,0,1,45.968,61864,7.6
400,It's Bruno!,2019,7+,7.5,100%,1,0,0,0,1,3.285,89490,6.7
401,Gurren Lagann,2007,16+,8.3,,1,0,0,0,1,28.922,21729,8.1
402,Gentefied,2020,16+,7.3,88%,1,0,0,0,1,3.871,98308,7.4
403,Victorious,2010,7+,6.9,,1,0,0,0,1,100.87,31251,8.2
404,Dynasty,2017,16+,7.3,,1,0,0,0,1,44.289,72002,8.1
405,The Curious Creations of Christine McConnell,2018,7+,7.7,100%,1,0,0,0,1,1.978,81284,7
406,El Chapo,2017,16+,7.8,,1,0,0,0,1,56.501,71411,7.4
407,Trinkets,2019,7+,7.1,50%,1,0,0,0,1,36.328,89852,8.1
408,The Get Down,2016,16+,8.3,,1,0,0,0,1,8.798,65345,7.4
409,Masum,2017,16+,8.5,,1,0,0,0,1,4.267,69786,8.2
410,My Little Pony: Friendship Is Magic,2010,7+,7.6,,1,1,0,0,1,37.999,33765,7
411,Fuller House,2016,7+,6.8,28%,1,0,0,0,1,46.136,63623,7.3
412,Kill la Kill,2013,18+,7.9,,1,0,0,0,1,21.592,60728,8.4
413,Dark Tourist,2018,18+,7.6,70%,1,0,0,0,1,47.118,81002,6.3
414,Shtisel,2013,,8.7,,1,0,0,0,1,4.816,56017,7.7
415,Great News,2017,7+,7.0,84%,1,0,0,0,1,10.827,71209,6.7
416,Ouran High School Host Club,2006,16+,8.2,,1,1,0,0,1,13.636,1043,7.7
417,Grand Hotel,2011,7+,8.4,,1,0,0,0,1,13.618,108389,5
418,The Curse of Oak Island,2014,7+,7.0,,1,1,0,0,1,16.371,60603,7.6
419,Workin' Moms,2017,18+,7.5,,1,0,0,0,1,7.641,69555,8.1
420,Z Nation,2014,18+,6.7,,1,0,0,0,1,74.778,61345,6.6
421,Losers,2019,,7.7,100%,1,0,0,0,1,3.21,34371,5.5
422,"Roswell, New Mexico",2019,16+,6.1,55%,1,0,0,0,1,32.46,82001,8.1
423,Comedians in Cars Getting Coffee,2012,16+,8.1,,1,0,0,0,1,11.017,59717,7.1
424,Conan,2010,16+,8.1,,1,0,0,0,1,78.383,32415,7.3
425,The Guild,2007,,8.2,,1,0,0,0,1,7.215,15768,7.1
426,Friends from College,2017,18+,6.8,24%,1,0,0,0,1,8.044,71890,6.9
427,Wormwood,2017,16+,7.0,92%,1,0,0,0,1,1.944,73581,6.5
428,Watership Down,2018,7+,7.2,77%,1,0,0,0,1,4.284,11690,8.5
429,Mr. Sunshine,2018,,8.8,,1,0,0,0,1,3.68,32710,6.5
430,Bitten,2014,16+,7.0,,1,0,0,0,1,32.714,60556,7
431,No Game No Life,2014,16+,7.9,,1,0,0,0,1,20.188,60808,8.5
432,Violet Evergarden,2018,16+,8.4,,1,0,0,0,1,29.252,75214,8.5
433,Clannad,2007,7+,7.9,,1,1,0,0,1,18.841,24835,8.2
434,Gypsy,2017,18+,6.9,38%,1,0,0,0,1,12.024,66939,6.6
435,Virgin River,2019,16+,7.5,,1,0,0,0,1,11.622,88324,7.6
436,Gilmore Girls: A Year in the Life,2016,16+,7.7,,1,0,0,0,1,8.642,68799,7.6
437,The Innocent Man,2018,18+,7.4,73%,1,0,0,0,1,6.563,84651,7.1
438,Tuca & Bertie,2019,16+,7.4,100%,1,0,0,0,1,15.864,79356,7
439,#blackAF,2020,18+,6.6,,1,0,0,0,1,,,
440,Lovesick,2014,18+,8.1,36%,1,0,0,0,1,10.227,62668,7.5
441,Mr. Iglesias,2019,16+,7.1,88%,1,0,0,0,1,19.406,88378,8.6
442,Hot Girls Wanted: Turned On,2017,18+,6.7,100%,1,0,0,0,1,5.729,71373,7.4
443,Borgia,2011,18+,7.8,,1,0,0,0,1,12.71,34388,7.4
444,Trollhunters: Tales of Arcadia,2016,7+,8.4,,1,0,0,0,1,75.712,68267,8.3
445,La Reina del Sur,2011,18+,8.1,,1,0,0,0,1,65.271,31586,7.5
446,We Bare Bears,2015,7+,7.9,,1,1,0,0,1,92.872,63401,7.7
447,Liv and Maddie,2013,all,6.3,,1,0,0,0,1,29.648,59375,7.8
448,In the Dark,2019,16+,7.3,,1,0,0,0,1,41.236,72785,7.1
449,The Gift,2019,,7.6,,1,0,0,0,1,20.201,96348,7.8
450,The Time in Between,2013,7+,8.4,,1,0,0,0,1,5.602,63485,8
451,Cleverman,2016,16+,6.4,86%,1,0,0,0,1,8.753,66633,5.8
452,"Pablo Escobar, The Drug Lord",2012,18+,8.5,,1,0,0,0,1,104.018,43348,7.5
453,The Pharmacist,2020,,7.8,,1,0,0,0,1,1.688,98735,8.9
454,Wet Hot American Summer: First Day of Camp,2015,16+,7.4,,1,0,0,0,1,15.195,61967,6.3
455,Vampire Knight,2008,16+,7.5,,1,1,0,0,1,12.75,17149,8
456,The Untamed,2019,7+,8.9,,1,0,0,0,1,11.997,90761,8.6
457,How to Sell Drugs Online (Fast),2019,,7.9,,1,0,0,0,1,83.378,88236,8.1
458,Taken,2017,16+,6.6,32%,1,1,0,0,1,18.743,68006,6.5
459,Transformers: Prime,2010,7+,7.8,,1,0,0,0,1,24.219,32910,7.8
460,Forensic Files,1996,16+,8.8,,1,1,1,0,1,13.209,11105,8
461,Paradise PD,2018,18+,7.0,40%,1,0,0,0,1,21.677,81983,8
462,The House of Flowers,2018,18+,7.7,,1,0,0,0,1,51.532,80169,7.8
463,Quicksand,2019,18+,7.5,,1,0,0,0,1,14.034,86621,7.2
464,Magnificent Century,2011,,6.6,,1,0,0,0,1,27.401,34899,7.8
465,The Messengers,2015,16+,6.5,47%,1,0,0,0,1,7.928,60864,6.3
466,Magi,2012,16+,7.9,,1,1,0,0,1,3.23,14074,0
467,Car Masters: Rust to Riches,2018,,8.9,,1,0,0,0,1,4.344,82357,7.3
468,Patriot Act with Hasan Minhaj,2018,18+,8.2,,1,0,0,0,1,3.773,83519,7.2
469,Damnation,2017,18+,7.7,64%,1,0,0,0,1,7.608,71979,7.1
470,Jericho,2006,16+,7.2,54%,1,0,0,0,1,41.767,365,7.5
471,American Odyssey,2015,16+,7.3,54%,1,0,0,0,1,5.587,61702,7.2
472,Lab Rats,2012,7+,6.6,,1,0,0,1,1,20.842,38867,8.7
473,Little Things,2016,18+,8.3,,1,0,0,0,1,17.197,81499,7.7
474,From Dusk Till Dawn: The Series,2014,18+,6.9,,1,0,0,0,1,43.613,60626,6.3
475,Grand Designs,1999,7+,8.5,,1,0,0,0,1,3.907,1831,7.8
476,Explained,2018,16+,8.0,,1,0,0,0,1,18.879,96815,6.6
477,Rhythm + Flow,2019,18+,7.6,92%,1,0,0,0,1,2.817,83996,7.9
478,Carole & Tuesday,2019,7+,7.9,100%,1,0,0,0,1,18.507,83962,7.7
479,Teresa,2010,7+,7.7,,1,0,0,0,1,256.291,12926,7.3
480,The Innocents,2018,,6.3,81%,1,0,0,0,1,22.828,77400,6.2
481,Tabula Rasa,2017,18+,8.1,,1,0,0,0,1,7.343,74764,7.5
482,Seis Manos,2019,18+,7.3,100%,1,0,0,0,1,3.102,93953,7.4
483,The King: Eternal Monarch,2020,,8.5,,1,0,0,0,1,57.077,93846,8.4
484,Cable Girls,2017,16+,7.7,,1,0,0,0,1,50.357,71225,7.9
485,Lady Dynamite,2016,16+,7.4,97%,1,0,0,0,1,5.724,66309,6.2
486,Sunderland 'Til I Die,2018,18+,8.2,,1,0,0,0,1,6.016,84777,7.8
487,Oliver Stone's Untold History of the United States,2012,all,8.6,,1,0,0,0,1,3.042,46353,8.7
488,Toy Boy,2019,18+,6.5,,1,0,0,0,1,14.873,87763,7.7
489,Humsafar,2011,all,9.0,,1,0,0,0,1,1.4,42109,8.1
490,Crashing,2016,,7.7,,1,0,0,0,1,6.535,68898,7.3
491,Norsemen,2016,18+,7.8,,1,0,0,0,1,22.447,68126,7.1
492,AJ and the Queen,2020,,7.6,50%,1,0,0,0,1,11.675,84896,7.8
493,El marginal,2016,18+,8.2,,1,0,0,0,1,21.472,67166,7.4
494,Giri/Haji,2019,,7.9,100%,1,0,0,0,1,9.539,94659,7.8
495,Van Helsing,2016,16+,6.2,,1,0,0,0,1,58.26,65820,6.6
496,Hinterland,2013,,7.6,,1,0,0,0,1,7.357,60605,7.3
497,Crossing Lines,2013,16+,7.3,,1,0,0,0,1,16.331,46975,6.8
498,The Eddy,2020,18+,7.0,68%,1,0,0,0,1,9.153,86784,8
499,A.D. The Bible Continues,2015,16+,7.4,58%,1,0,0,0,1,6.417,62287,6.4
500,The Letter for the King,2020,7+,5.9,58%,1,0,0,0,1,12.07,99356,7.1
501,The Boat,2011,all,7.3,,1,0,0,0,1,27.178,61692,7.1
502,Is It Wrong to Try to Pick Up Girls in a Dungeon?,2015,16+,7.4,,1,1,0,0,1,19.895,70590,7
503,The Story of God with Morgan Freeman,2016,16+,7.9,,1,0,0,0,1,8.428,66185,7.3
504,Greenhouse Academy,2017,7+,7.0,,1,0,0,0,1,23.998,73602,7.9
505,Diagnosis,2019,18+,7.8,100%,1,0,0,0,1,19.068,2625,7.3
506,W/ Bob & David,2015,18+,7.4,89%,1,0,0,0,1,4.133,64113,6.9
507,Queen Sono,2020,18+,5.8,100%,1,0,0,0,1,2.839,96676,7.9
508,Rotten,2018,18+,7.1,86%,1,0,0,0,1,4.473,76153,7.6
509,Requiem,2018,18+,6.5,75%,1,0,0,0,1,19.348,76819,6.7
510,Aggretsuko,2018,16+,8.0,,1,0,0,0,1,11.667,76581,5.1
511,The Code,2011,,7.4,100%,1,0,0,0,1,6.472,61496,7.3
512,October Faction,2020,18+,6.1,33%,1,0,0,0,1,14.253,93826,7
513,Rubí,2004,7+,8.1,,1,0,0,0,1,23.131,12961,6.3
514,Arthdal Chronicles,2019,,8.3,,1,0,0,0,1,7.031,88463,7.6
515,The New Legends of Monkey,2018,7+,6.5,100%,1,0,0,0,1,179.029,71577,7.1
516,America's Funniest Home Videos,1989,7+,6.2,,1,1,0,1,1,18.846,4448,7
517,The Five,2016,,7.7,,1,0,0,0,1,9.724,66238,7.1
518,Something in the Rain,2018,7+,8.1,,1,0,0,0,1,5.818,78385,8.5
519,Adam Ruins Everything,2015,16+,8.0,,1,0,0,0,1,11.381,64537,8
520,The Heirs,2013,16+,7.5,,1,0,0,0,1,22.697,48462,7.8
521,Durarara!!,2010,16+,7.9,,1,1,0,0,1,21.519,42410,7.6
522,Beastars,2019,16+,8.0,,1,0,0,0,1,60.407,90937,8.7
523,Puella Magi Madoka Magica,2011,16+,8.3,,1,1,0,0,1,13.543,39218,8.1
524,Vagabond,2019,,8.3,,1,0,0,0,1,20.582,92983,8.4
525,Maid Sama!,2010,16+,8.0,,1,1,0,0,1,19.396,65648,8.9
526,Robotech,1985,7+,8.5,,1,0,1,0,1,23.321,2192,8.5
527,"The Mind, Explained",2019,16+,8.1,,1,0,0,0,1,5.003,93514,7.7
528,Boys Over Flowers,2009,16+,8.0,,1,1,0,0,1,88.97,16420,8.4
529,V Wars,2019,18+,6.1,,1,0,0,0,1,18.474,81559,8
530,Occupied,2015,16+,7.7,,1,0,0,0,1,14.649,63867,7.2
531,The Devil Is a Part-Timer!,2013,16+,7.7,,1,0,0,0,1,11.12,45997,7.5
532,The Letdown,2017,,7.5,91%,1,0,0,0,1,2.184,75297,7.6
533,Mischievous Kiss: Love in Tokyo,2013,,7.8,,1,0,0,0,1,6.093,64793,7.4
534,Power Rangers,1993,7+,6.4,73%,1,0,1,0,1,17.247,2328,6.3
535,Fate/stay night [Unlimited Blade Works],2014,18+,8.0,,1,1,0,0,1,17.089,61415,7.9
536,Bobby Kennedy for President,2018,16+,8.2,95%,1,0,0,0,1,1.4,78704,8.1
537,The Mist,2017,18+,5.4,62%,1,0,0,0,1,49.409,68315,5.5
538,Hip Hop Evolution,2016,16+,8.4,,1,0,0,0,1,3.507,67706,7.9
539,Justice League Unlimited,2004,,8.7,,1,0,0,0,1,15.941,84200,8.3
540,Undercover,2019,18+,7.9,,1,0,0,0,1,42.321,86942,8.1
541,Slugterra,2012,7+,6.3,,1,0,0,0,1,7.062,46994,9.5
542,The Final Table,2018,all,7.7,50%,1,0,0,0,1,2.088,84216,7.2
543,Velvet,2014,16+,8.1,,1,0,0,0,1,31.284,61260,5.3
544,Criminal: UK,2019,18+,7.4,,1,0,0,0,1,12.298,92926,7.2
545,Salt Fat Acid Heat,2018,,7.7,100%,1,0,0,0,1,1.4,83039,8.1
546,Suburra: Blood on Rome,2017,16+,8.0,,1,0,0,0,1,16.252,73671,7.6
547,Signal,2016,,8.8,,1,0,0,0,1,0.6,18160,0
548,The Rise of Phoenixes,2018,7+,8.6,,1,0,0,0,1,6.013,81667,7.8
549,The Family,2019,16+,6.4,80%,1,0,0,0,1,27.033,1922,7.9
550,Red vs. Blue,2003,,8.3,,1,0,0,0,1,14.781,39373,7.4
551,Huntik: Secrets & Seekers,2009,7+,8.3,,1,0,0,0,1,6.477,16361,8.6
552,Cells at Work!,2018,16+,7.6,,1,0,0,0,1,19.695,80671,8.2
553,Flaked,2016,18+,7.2,35%,1,0,0,0,1,5.331,65315,6.9
554,The Irregular at Magic High School,2014,16+,7.2,,1,0,0,0,1,18.513,60833,6.9
555,Too Hot to Handle,2020,,4.5,38%,1,0,0,0,1,21.558,102085,6.9
556,The Disastrous Life of Saiki K.,2016,16+,8.3,,1,0,0,0,1,13.038,67676,8.1
557,Wanted,2016,16+,7.7,,1,0,0,0,1,19.895,94372,7.7
558,Dad's Army,1968,7+,8.1,,1,0,0,0,1,15.295,505,7.5
559,Bad Education,2012,16+,7.4,,1,0,0,0,1,6.559,58460,7.4
560,Angel Beats!,2010,16+,7.7,,1,0,0,0,1,17.055,42942,7.2
561,Dogs,2018,all,8.1,92%,1,0,0,0,1,8.197,61922,6.8
562,Fate/stay night,2006,18+,7.4,,1,1,0,0,1,12.108,37858,7.5
563,Brain Games,2011,7+,8.3,,1,0,0,1,1,5.898,54315,7.7
564,Knights of Sidonia,2014,18+,7.8,,1,0,0,0,1,16.225,60831,7.3
565,Girlboss,2017,18+,7.0,36%,1,0,0,0,1,12.25,65856,6.9
566,The Trial,2019,,7.0,75%,1,0,0,0,1,4.093,96928,6.6
567,Call My Agent,2015,7+,8.3,,1,0,0,0,1,6.978,64165,8
568,"What's New, Scooby-Doo?",2002,7+,7.2,,1,0,0,0,1,27.059,652,7.8
569,Teasing Master Takagi-san,2018,7+,7.5,,1,0,0,0,1,23.063,75865,8.1
570,Yu-Gi-Oh!,1998,,7.9,,1,1,1,0,1,21.145,11767,7.8
571,Blue Exorcist,2011,16+,7.5,,1,1,0,0,1,38.547,38464,7.9
572,Black Money Love,2014,,7.2,,1,0,0,0,1,10.898,60929,8
573,WHAT / IF,2019,18+,6.3,,1,0,0,0,1,16.093,81940,6.2
574,The Assets,2014,16+,7.5,56%,1,0,0,0,1,2.017,60066,6.8
575,Baki,2018,18+,6.7,,1,0,0,0,1,41.547,80623,7.9
576,Nightflyers,2018,16+,5.9,35%,1,0,0,0,1,11.086,78183,5.9
577,Stranger,2017,,8.6,,1,0,0,0,1,185.468,66732,8.5
578,How to Fix a Drug Scandal,2020,18+,6.9,86%,1,0,0,0,1,3.93,100407,8
579,Scissor Seven,2018,7+,8.0,,1,0,0,0,1,8.06,79141,8.8
580,The Circle France,2020,,7.4,,1,0,0,0,1,1.4,101680,0
581,Memories of the Alhambra,2018,16+,7.8,,1,0,0,0,1,6.732,83634,8.2
582,Republic of Doyle,2010,16+,7.2,,1,0,1,0,1,7.568,31389,7.4
583,Sick Note,2017,18+,6.8,50%,1,0,0,0,1,6.839,72313,7
584,The Last O.G.,2018,7+,6.9,,1,0,0,0,1,6.58,77485,7.1
585,Night on Earth,2020,7+,8.2,,1,0,0,0,1,29.048,97861,7.5
586,Börü,2018,18+,8.2,,1,0,0,0,1,24.219,75365,7.4
587,Typewriter,2019,18+,6.5,60%,1,0,0,0,1,2.813,91290,7.2
588,Inspector Gadget,1983,7+,6.8,,1,0,0,0,1,18.103,4035,6.8
589,Sofia the First,2013,all,6.9,,1,0,0,0,1,24.495,46928,7.9
590,Hap and Leonard,2016,16+,7.6,,1,0,0,0,1,8.092,64835,7.2
591,Jessie,2011,all,5.9,,1,0,0,1,1,43.75,38974,7.9
592,I Think You Should Leave with Tim Robinson,2019,18+,7.4,93%,1,0,0,0,1,3.52,88728,5.7
593,Kipo and the Age of Wonderbeasts,2020,,8.3,,1,0,0,0,1,34.815,95599,8.1
594,K-ON!,2009,16+,7.6,,1,1,0,0,1,11.104,42253,7.5
595,Thieves of the Wood,2020,18+,6.7,,1,0,0,0,1,14.601,93533,6
596,Slasher,2016,18+,6.7,,1,0,0,0,1,20.656,65784,6.5
597,Freud,2020,18+,6.6,50%,1,0,0,0,1,9.693,99509,7.6
598,Between,2015,16+,6.0,22%,1,0,0,0,1,24.54,62433,5.6
599,Norm Macdonald Has a Show,2018,,8.7,40%,1,0,0,0,1,1.4,82193,8
600,Rita,2012,16+,8.1,,1,0,0,0,1,10.135,51078,7.8
601,She's Gotta Have It,2017,18+,6.7,77%,1,0,0,0,1,5.821,72633,6.9
602,The Nineties,2017,7+,8.2,,1,0,0,0,1,1.942,72757,8
603,Casanova,2005,16+,7.9,,1,0,0,0,1,4.348,11157,7.7
604,The Good Cop,2018,16+,7.0,50%,1,0,0,0,1,10.958,80308,6.3
605,Bondi Rescue,2006,7+,7.6,,1,0,0,0,1,6.467,4178,8
606,Black Earth Rising,2018,16+,7.4,79%,1,0,0,0,1,4.686,82209,6.2
607,Tidelands,2018,18+,7.0,,1,0,0,0,1,7.641,83381,7.3
608,Nobel,2016,18+,8.1,,1,0,0,0,1,3.07,67894,8.2
609,Well-Intended Love,2019,,7.5,,1,0,0,0,1,3.72,86605,8
610,"Drugs, Inc.",2010,16+,7.8,,1,1,0,0,1,5.454,36105,8.5
611,Midnight Diner: Tokyo Stories,2016,16+,8.4,,1,0,0,0,1,2.632,92408,8.1
612,Zindagi Gulzar Hai,2012,,9.0,,1,0,0,0,1,2.737,67170,8.6
613,People Just Do Nothing,2014,18+,8.5,,1,0,0,0,1,1.483,67468,8.2
614,"Love, Chunibyo & Other Delusions",2012,16+,7.4,,1,1,0,0,1,18.859,45501,8.3
615,Man Like Mobeen,2017,,7.9,,1,0,0,0,1,2.264,86704,8
616,Turn Up Charlie,2019,,7.1,42%,1,0,0,0,1,5.004,85486,7.3
617,Tidying Up with Marie Kondo,2019,7+,6.6,79%,1,0,0,0,1,3.451,85202,6.9
618,Home for Christmas,2019,18+,7.6,,1,0,0,0,1,0.62,47466,6
619,Wild District,2018,18+,8.4,,1,0,0,0,1,17.612,83245,7.2
620,Toast of London,2013,16+,8.2,,1,0,0,0,1,5.206,61413,6.8
621,The Standups,2017,,6.7,100%,1,0,0,0,1,3.377,72671,6.1
622,World War II In HD Colour,2009,7+,8.7,,1,0,0,0,1,10.466,42154,7.6
623,Roman Empire,2016,16+,6.9,,1,0,0,0,1,14.181,68708,6.4
624,Pandemic: How to Prevent an Outbreak,2020,16+,6.3,,1,0,0,0,1,7.944,96557,6.9
625,The Windsors,2016,18+,7.0,90%,1,0,0,0,1,3.87,66437,7.4
626,A Korean Odyssey,2017,,8.1,,1,0,0,0,1,11.58,75123,6.1
627,Charité at War,2017,7+,7.7,,1,0,0,0,1,0.6,108649,0
628,The Bernie Mac Show,2001,7+,6.9,,1,0,0,0,1,14.773,1693,6.5
629,Charmed,2018,16+,4.5,,1,0,0,0,1,69.608,1981,8
630,Another Life,2019,18+,4.9,6%,1,0,0,0,1,17.294,79130,5.9
631,Cooked With Cannabis,2020,18+,6.9,80%,1,0,0,0,1,1.221,102246,0
632,The Victims' Game,2020,18+,7.4,,1,0,0,0,1,5.732,101146,6.8
633,The Joel McHale Show with Joel McHale,2018,18+,7.3,83%,1,0,0,0,1,3.691,77076,7.3
634,Who Killed Little Gregory?,2019,,7.4,,1,0,0,0,1,1.48,95637,7.9
635,Round Planet,2016,,7.7,,1,0,0,0,1,0.6,84307,0
636,La familia P. Luche,2002,7+,7.7,,1,0,0,0,1,83.416,31072,7.4
637,Medical Police,2020,,5.8,86%,1,0,0,0,1,6.606,95670,6.9
638,The Cleveland Show,2009,16+,5.5,,1,1,0,0,1,30.276,15632,5.6
639,Monthly Girls' Nozaki-kun,2014,7+,7.7,,1,1,0,0,1,11.791,61379,7.2
640,Eternal Love,2017,7+,8.3,,1,0,0,0,1,19.429,72922,6.4
641,The Moaning of Life,2013,16+,8.1,,1,0,0,0,1,2.612,58790,8.3
642,B: The Beginning,2018,18+,7.2,50%,1,0,0,0,1,6.717,77529,7.7
