,Title,Year,Age,IMDb,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Popularity,ID,TMDB Rating,Rating Count,Last Episode Rating,Last Air Date,First Air Date,# of Seasons,# of Episodes,Genre,Language,Country,In Production,Origin Network,Similar_1,Similar_2
2163,Roseanne,1988,7+,7.0,76%,0,1,0,0,4.948,2706,7,176,,2018-05-22,1988-10-18,10,231,,en,US,False,ABC,Only Fools and Horses,All in the Family
2164,Touch,2012,7+,7.4,68%,0,1,0,0,18.444,39510,6.8,153,,2013-05-10,2012-01-25,2,26,,en,US,False,FOX,Scorpion,Louie
2165,Sesame Street,1969,all,8.1,,0,1,1,0,77.171,502,7.1,130,,2020-07-11,1969-11-10,50,2899,,es,US,True,PBS,Max and Ruby,Little Einsteins
2166,Hell's Kitchen,2005,16+,7.1,,0,1,1,0,16.154,2370,6.8,136,,2019-02-08,2005-05-30,18,283,,en,US,True,FOX,Iron Chef America,The Great British Bake Off: An Extra Slice
2167,Shark Tank,2009,7+,7.6,,0,1,0,0,41.886,30703,6.8,69,,2020-05-15,2009-08-09,12,247,,en,US,True,ABC,Dragons' Den,Dragons' Den
2168,The Baker and the Beauty,2020,7+,7.1,86%,0,1,0,0,7.145,92045,8.4,21,,2020-06-01,2020-04-13,1,9,,en,US,False,ABC,V Graham Norton,90210
2169,The Amazing Race,2001,7+,7.6,,0,1,1,0,27.895,30957,6.6,75,,2019-06-26,2001-09-05,32,369,,en,US,True,CBS,Expedition Impossible,Top Gear
2170,Daria,1997,16+,8.0,,0,1,0,0,16.675,2131,7.7,132,,2001-06-25,1997-03-03,5,65,,en,US,False,MTV,Family Guy,Summer Heights High
2171,War and Peace,2016,16+,8.2,,0,1,0,0,11.222,64099,7.9,84,,2016-02-07,2016-01-03,1,6,,en,GB,False,BBC One,The Last Kingdom,Reign
2172,SIX,2017,18+,7.3,62%,0,1,0,0,46.675,66871,7.3,313,,2018-08-01,2017-01-18,2,18,,en,US,False,History,The Last Ship,JAG
2173,Legit,2013,18+,8.2,96%,0,1,0,0,6.581,46405,7.5,42,,2014-05-14,2013-01-17,2,26,,en,US,False,FX,Reno 911!,Beavis and Butt-head
2174,Star vs. the Forces of Evil,2015,7+,8.0,,0,1,0,1,82.963,61923,8.2,522,,2019-05-19,2015-01-18,4,140,,en,US,False,Disney XD,Elena of Avalor,LoliRock
2175,The Brady Bunch,1969,all,6.7,77%,0,1,0,0,15.263,2126,6.9,73,,1974-03-08,1969-09-26,5,117,,en,US,False,ABC,The Middle,Malcolm in the Middle
2176,Chicago Med,2015,16+,7.5,,0,1,0,0,67.932,62650,8.2,420,,2020-04-15,2015-11-17,6,104,,en,US,True,NBC,Chicago Hope,ER
2177,Ghost Adventures,2008,7+,7.5,,0,1,0,0,19.738,17937,7.8,122,,2020-05-14,2008-10-17,20,250,,en,US,True,Travel Channel,The Real Ghostbusters,Ancient Aliens
2178,Body of Proof,2011,16+,7.1,76%,0,1,0,0,10.89,32708,6.9,65,,2013-05-28,2011-03-29,3,42,,en,US,False,ABC,Crossing Jordan,Forever
2179,Roots,2016,16+,7.9,96%,0,1,0,0,9.297,66606,6.8,82,,2016-06-02,2016-05-30,1,4,,en,US,False,History,Roots,Pride and Prejudice
2180,Ghost Whisperer,2005,7+,6.3,,0,1,1,0,92.972,1606,7.8,696,,2010-05-21,2005-09-23,5,107,,en,US,False,CBS,Stephen King's Kingdom Hospital,The Fades
2181,Digimon Adventure,1999,7+,7.3,,0,1,0,0,8.354,99042,0,0,,2020-05-03,2020-04-05,1,5,,,,,,,
2182,Whitechapel,2009,7+,7.9,75%,0,1,0,0,7.516,17450,7.4,57,,2013-10-09,2009-02-02,4,18,,en,GB,False,ITV,Motive,Crossing Jordan
2183,Tyrant,2014,18+,7.8,60%,0,1,0,0,17.013,60972,6.7,99,,2016-09-07,2014-06-24,3,32,,en,US,False,FX,Bodyguard,The Honourable Woman
2184,Breeders,2020,18+,7.1,83%,0,1,0,0,4.665,93290,8.4,9,,2020-04-27,2020-03-02,1,10,,en,US,True,FX,Man with a Plan,べるぜバブ
2185,Ben 10,2005,7+,7.2,,0,1,0,0,106.727,4686,7.8,524,,2008-04-15,2005-12-27,4,52,,en,US,False,Cartoon Network,,
2186,Alfred Hitchcock Presents,1955,16+,8.5,,0,1,0,0,21.183,5273,7.9,99,,1962-05-30,1955-10-02,7,268,,en,US,False,NBC,American Horror Story,Castle Rock
2187,Solar Opposites,2020,18+,8.2,,0,1,0,0,30.338,97645,7.7,66,,2020-05-08,2020-05-08,1,8,,en,US,True,Hulu,Futurama,BoJack Horseman
2188,Everything's Gonna Be Okay,2020,16+,7.0,94%,0,1,0,0,1.589,91980,9,9,,2020-03-12,2020-01-16,1,10,,en,US,True,Freeform,Party of Five,The Wayans Bros.
2189,Roswell,1999,16+,7.5,,0,1,0,0,26.267,4624,7.8,219,,2002-05-14,1999-10-06,3,61,,en,US,False,The WB,Star-Crossed,Pretty Little Liars
2190,Casual,2015,16+,7.5,92%,0,1,0,0,18.667,64043,6.9,44,,2018-07-31,2015-10-07,4,44,,en,US,False,Hulu,Malcolm in the Middle,Shameless
2191,Psycho-Pass,2012,16+,8.2,,0,1,1,0,25.225,43865,7.8,124,,2019-12-12,2012-10-12,3,41,,ja,JP,False,Fuji TV,PSYCHO-PASS サイコパス 新編集版,GANGSTA.
2192,Boruto: Naruto Next Generations,2017,16+,7.1,,0,1,0,0,20.211,70881,8,795,,2020-09-06,2017-04-05,1,165,,ja,JP,True,TV Tokyo,ナルト,戦国お伽草子–犬夜叉
2193,Battlestar Galactica,1978,7+,7.2,33%,0,1,0,0,49.361,1972,8.3,802,,2009-03-20,2004-10-18,4,73,,en,US,False,Syfy,Star Trek: The Next Generation,Star Trek: Enterprise
2194,Chance,2016,16+,7.7,75%,0,1,0,0,113.255,67027,7.7,22,,2020-07-28,2016-07-29,5,38,,en,US,False,Netflix,The Last Dance,Hard Knocks
2195,Shameless,2004,18+,8.0,,0,1,1,0,82.362,34307,7.9,1094,,2020-01-26,2011-01-09,11,122,,en,US,True,Showtime,Shameless,Bloodline
2196,Yu Yu Hakusho,1992,16+,8.4,100%,0,1,1,0,30.874,30669,8.4,130,,1994-12-17,1992-10-10,4,112,,ja,JP,False,Fuji TV,エンジェルビーツ!,神様はじめました
2197,Jane Eyre,2006,7+,8.3,,0,1,0,0,8.352,13851,7.7,79,,2006-10-15,2006-09-24,1,4,,fr,GB,False,BBC One,Oliver Twist,North and South
2198,Dexter's Laboratory,1996,all,7.9,,0,1,0,0,69.754,4229,7.5,265,,2003-11-20,1996-04-28,4,258,,en,US,False,Cartoon Network,The Venture Bros.,Eureka
2199,WWE Raw,1993,7+,7.8,,0,1,0,0,61.282,4656,6.2,191,,2020-08-31,1993-01-11,28,1439,,en,US,True,USA Network,WWE SmackDown,WWE NXT
2200,Pretty Little Liars: The Perfectionists,2019,16+,7.1,100%,0,1,0,0,43.227,79863,8,213,,2019-05-22,2019-03-20,1,10,,en,US,False,Freeform,grown-ish,Greek
2201,Greek,2007,16+,7.5,75%,0,1,0,0,19.458,1242,6.9,53,,2011-03-07,2007-07-09,4,74,,en,US,False,ABC Family,grown-ish,Dear White People
2202,Flashpoint,2008,16+,7.7,,0,1,1,0,16.397,5829,7.3,63,,2012-12-13,2008-07-11,5,75,,en,CA,False,CTV,Rookie Blue,Degrassi
2203,The Wrong Mans,2013,18+,7.8,95%,0,1,0,0,4.335,60182,7.4,43,,2014-12-23,2013-09-24,2,10,,en,GB,False,BBC Two,Chance,Gidseltagningen
2204,Legends,2014,16+,7.5,56%,0,1,0,0,85.163,62643,7,1263,,2020-06-02,2016-01-21,5,82,,en,US,True,The CW,Young Justice,Titans
2205,Black Clover,2017,16+,8.0,,0,1,0,0,35.358,73223,8.2,579,,2020-09-01,2017-10-03,1,142,,en,JP,True,TV Tokyo,フェアリーテイル,魔法使いの嫁
2206,Shrill,2019,18+,7.4,87%,0,1,0,0,5.925,85046,5.1,12,,2020-01-24,2019-03-15,2,14,,en,US,True,Hulu,Le jeu,リバウンド
2207,Underground,2016,18+,7.7,96%,0,1,0,0,8.544,64150,6.9,57,,2017-05-10,2016-03-09,2,20,,en,US,False,WGN America,Roots,Roots
2208,The Path,2016,18+,7.3,77%,0,1,0,0,18.677,65227,6.7,95,,2018-03-28,2016-03-30,3,36,,en,US,False,Hulu,Millennium,Waco
2209,Lodge 49,2018,16+,7.5,93%,0,1,0,0,10.363,80925,7.3,19,,2019-10-14,2018-08-06,2,20,,en,US,True,AMC,,
2210,King of the Hill,1997,7+,7.3,,0,1,0,0,40.473,2122,7.2,271,,2009-09-13,1997-01-12,13,259,,en,US,False,FOX,Malcolm in the Middle,The Middle
2211,Deadliest Catch,2005,7+,7.8,,0,1,0,0,26.29,2612,7,83,,2020-09-01,2005-04-12,16,274,,en,US,True,Discovery,Gold Rush,Northern Exposure
2212,Angie Tribeca,2016,16+,7.0,96%,0,1,0,0,14.114,61969,6.6,64,,2018-12-30,2016-01-17,4,40,,en,US,False,TBS,The Closer,Martial Law
2213,Prodigal Son,2019,16+,8.2,54%,0,1,0,0,18.013,91875,8.5,172,,2020-04-27,2019-09-23,1,20,,en,US,True,FOX,Millennium,Hannibal
2214,Single Parents,2018,7+,7.0,75%,0,1,0,0,12.969,81127,7.5,27,,2020-05-13,2018-09-26,2,45,,en,US,False,ABC,Jennifer Falls,The Abbott and Costello Show
2215,S.W.A.T.,2017,16+,7.0,,0,1,0,0,75.076,71790,7.7,275,,2020-05-20,2017-11-02,3,66,,en,US,True,CBS,Mannix,Emergency!
2216,Doc Martin,2004,7+,8.3,,0,1,0,0,17.905,2430,8.2,47,,2019-11-13,2004-09-02,9,69,,en,GB,True,ITV,Hart of Dixie,Everwood
2217,Trust,2018,18+,7.5,78%,0,1,0,0,9.083,76177,7.4,28,,2018-05-27,2018-03-25,1,10,,en,US,True,FX,GANGSTA.,SIX
2218,The Fairly OddParents,2001,all,7.2,,0,1,0,0,56.233,4630,7.4,410,,2017-07-26,2001-03-30,10,268,,en,CA,False,Nickelodeon,A Series of Unfortunate Events,Goosebumps
2219,The Glades,2010,16+,7.5,59%,0,1,0,0,13.417,33091,7,47,,2013-08-26,2010-07-11,4,49,,en,US,False,A&E,Silk Stalkings,Cardinal
2220,Top Chef,2006,16+,7.5,,0,1,0,0,9.68,41822,7.1,24,,2020-06-18,2006-03-08,17,251,,en,US,True,Bravo,,
2221,10 Things I Hate About You,2009,16+,7.3,88%,0,1,0,0,4.354,17507,7,34,,2010-05-24,2009-07-07,1,20,,en,US,False,ABC Family,90210,Friday Night Lights
2222,Teenage Mutant Ninja Turtles,2012,7+,7.8,,0,1,0,0,42.495,160,7.5,368,,1996-11-02,1987-09-10,10,194,,en,JP,False,CBS,Teenage Mutant Ninja Turtles,ナルト 疾風伝
2223,Das Boot,2018,,7.3,85%,0,1,0,0,16.28,65567,8.2,153,,1987-06-01,1985-02-24,1,6,,de,DE,False,ARD,'Allo 'Allo!,Band of Brothers
2224,Hey Arnold!,1996,all,7.6,,0,1,0,0,28.848,537,8,379,,2004-06-08,1996-10-07,5,186,,en,US,False,Nickelodeon,A Series of Unfortunate Events,The Fairly OddParents
2225,NOS4A2,2019,16+,6.7,68%,0,1,0,0,111.294,85273,7.5,231,,2020-08-23,2019-06-02,2,20,,en,US,False,AMC,Pride and Prejudice,American Gods
2226,Baby Daddy,2012,16+,7.3,,0,1,0,0,27.849,42272,6.9,113,,2017-05-22,2012-06-20,6,100,,en,US,False,ABC Family,What I Like About You,Full House
2227,Happy Days,1974,7+,7.4,,0,1,0,0,24.059,3845,7.7,105,,1984-09-24,1974-01-15,11,255,,en,US,False,ABC,Laverne & Shirley,The Goldbergs
2228,Murdoch Mysteries,2008,7+,8.1,,0,1,0,0,41.875,12786,7.4,116,,2020-03-02,2008-01-24,13,204,,en,CA,True,CBC Television,Ripper Street,Cardinal
2229,Brothers and Sisters,2006,16+,7.3,,0,1,0,0,24.56,341,7.1,68,,2011-05-08,2006-09-24,5,109,,en,US,False,ABC,Six Feet Under,Parenthood
2230,Alone,2015,16+,8.4,,0,1,0,0,13.113,63726,6.7,33,,2020-08-20,2015-06-18,7,80,,en,US,True,History,Man vs. Wild,"Dude, You're Screwed"
2231,Twisted,2013,16+,7.3,73%,0,1,0,0,5.367,46661,7.6,37,,2014-04-01,2013-03-19,1,19,,en,US,False,ABC Family,The O.C.,Degrassi
2232,Making It,2018,7+,7.9,100%,0,1,0,0,1.459,74040,7.1,7,,2019-12-11,2018-07-31,2,14,,en,US,True,NBC,American Idol,The Bachelor
2233,Queen Sugar,2016,16+,7.7,97%,0,1,0,0,13.895,67679,7.5,74,,2019-09-11,2016-09-06,4,55,,en,US,True,OWN,Pride and Prejudice,American Gods
2234,Miranda,2009,7+,8.1,,0,1,0,0,5.879,31500,7.6,50,,2015-01-01,2009-11-09,4,20,,en,GB,False,BBC One,30 Rock,Girl Meets World
2235,Mary Kills People,2017,18+,7.5,100%,0,1,0,0,14.217,69480,7.9,39,,2019-06-17,2017-01-25,3,18,,en,CA,False,Global TV,Private Practice,M*A*S*H
2236,Leah Remini: Scientology and the Aftermath,2016,16+,9.1,,0,1,0,0,9.702,68901,8.2,45,,2019-08-26,2016-11-29,3,35,,en,US,False,A&E,Mayday,Ghost Adventures
2237,America's Next Top Model,2003,7+,5.5,,0,1,1,0,12.497,331,5.2,87,,2018-04-10,2003-05-20,24,320,,en,US,True,UPN,American Idol,The Bachelor
2238,I Am the Night,2019,7+,7.0,74%,0,1,0,0,11.465,81239,6.5,50,,2019-03-04,2019-01-28,1,6,,en,US,False,TNT,Twin Peaks,エルゴプラクシー
2239,Holey Moley,2019,7+,6.7,91%,0,1,0,0,3.178,90524,8.9,10,,2020-09-03,2019-06-20,2,23,,en,US,True,ABC,American Idol,The Bachelor
2240,Kamisama Kiss,2012,7+,8.1,,0,1,0,0,34.472,62741,8.7,106,,2015-03-30,2012-10-02,2,25,,ja,JP,False,TV Tokyo,夏目友人帳,カードキャプターさくら
2241,Rascal Does Not Dream of Bunny Girl Senpai,2018,16+,8.0,,0,1,0,0,57.47,82739,8.9,284,,2018-12-27,2018-10-04,1,13,,ja,JP,False,Asahi Broadcasting Corporation,ダンスインザヴァンパイアバンド,神様はじめました
2242,The Legend of the Blue Sea,2016,,8.1,,0,1,0,0,67.14,67018,6.4,55,,2016-11-20,2016-11-16,1,22,,ko,KR,False,SBS,"제왕의 딸, 수백향",American Gods
2243,"Sabrina, the Teenage Witch",1996,all,6.6,,0,1,0,0,52.243,605,7.1,210,,2003-04-24,1996-09-27,7,163,,en,US,False,ABC,The Secret Circle,Every Witch Way
2244,The Split,2018,,7.6,73%,0,1,0,0,1.759,79053,8,7,,2020-03-17,2018-04-24,2,12,,en,GB,True,BBC One,90210,The Fosters
2245,Airwolf,1984,7+,6.7,,0,1,0,0,26.401,2119,7.1,91,,1987-08-07,1984-01-22,4,80,,en,US,False,CBS,SIX,Totally Spies!
2246,Bleak House,2005,16+,8.3,,0,1,0,0,5.804,2489,8.3,20,,2005-12-16,2005-10-27,1,15,,en,GB,False,BBC One,Dickensian,David Copperfield
2247,American Housewife,2016,7+,7.3,,0,1,0,0,24.21,67117,7.8,52,,2020-05-13,2016-10-11,4,90,,en,US,True,ABC,The Middle,My Wife and Kids
2248,Monster Musume: Everyday Life with Monster Girls,2017,18+,6.7,,0,1,0,0,17.371,63187,6.9,29,,2015-09-23,2015-07-08,1,12,,ja,JP,False,AT-X,グレイプニル,無彩限のファントム・ワールド
2249,Claws,2017,18+,7.3,90%,0,1,0,0,15.271,71199,6.8,74,,2019-08-11,2017-06-11,3,30,,en,US,True,TNT,St. Elsewhere,Six Feet Under
2250,Metalocalypse,2006,18+,8.2,,0,1,0,0,18.501,653,7,67,,2012-07-22,2006-08-06,4,63,,en,US,False,Adult Swim,けいおん!,MTV Video Music Awards
2251,Highschool of the Dead,2010,18+,7.2,,0,1,0,0,29.271,56998,8.2,274,,2010-09-20,2010-07-05,1,12,,ja,JP,False,TV Tokyo,ダンスインザヴァンパイアバンド,エルフェンリート
2252,The Musketeers,2014,16+,7.8,,0,1,0,0,19.679,57736,6.8,99,,2016-07-30,2014-01-19,3,30,,en,GB,False,BBC One,Reign,Versailles
2253,The Eric Andre Show,2012,18+,8.6,,0,1,0,0,8.955,56590,8.1,49,,2016-10-14,2012-05-20,4,41,,en,US,True,Adult Swim,'Allo 'Allo!,V Graham Norton
2254,Noragami,2014,16+,7.9,,0,1,0,0,35.837,64710,7.7,91,,2015-12-25,2014-01-05,2,25,,ja,JP,False,MBS,ダンスインザヴァンパイアバンド,青の祓魔師
2255,My Teen Romantic Comedy SNAFU,2013,16+,7.8,,0,1,0,0,30.338,65676,8,198,,2020-09-04,2013-04-05,3,38,,ja,JP,True,TBS,とらドラ！,エンジェルビーツ!
2256,The First 48,2004,18+,8.2,,0,1,0,0,9.741,5146,8.2,56,,2020-01-01,2004-06-03,20,455,,en,US,True,A&E,,
2257,Sealab 2021,2000,16+,7.9,74%,0,1,0,0,7.613,334,7.9,39,,2005-04-25,2000-12-21,5,52,,en,US,False,Adult Swim,,
2258,Deutschland 86,2018,,7.6,100%,0,1,0,0,11.42,62681,7.7,81,,2018-10-19,2015-06-17,3,26,,de,DE,True,RTL,The Americans,The Last Ship
2259,Rugrats,1991,all,7.4,,0,1,1,0,49.175,3022,7.4,260,,2003-06-08,1991-08-11,9,323,,en,US,False,Nickelodeon,Full House,エンジェルビーツ!
2260,Atlantis,2013,7+,6.6,62%,0,1,0,0,43.822,2290,7.9,467,,2009-01-08,2004-07-15,5,100,,en,US,False,Syfy,Stargate Universe,Farscape
2261,Reprisal,2019,18+,7.5,44%,0,1,0,0,31.882,89314,7.3,23,,2019-12-06,2019-12-06,1,10,,en,US,False,Hulu,Bosch,Babylon Berlin
2262,The Event,2010,16+,7.0,67%,0,1,0,0,9.017,32730,6.3,124,,2011-05-23,2010-09-20,1,22,,en,US,False,NBC,The X-Files,V
2263,Danny Phantom,2004,7+,7.1,,0,1,0,0,29.706,2309,8.2,430,,2007-08-24,2004-01-01,3,52,,en,US,False,Nickelodeon,The Thundermans,Henry Danger
2264,Life in Pieces,2015,7+,8.0,,0,1,0,0,21.457,63398,7.1,67,,2019-06-27,2015-09-21,4,79,,en,US,False,CBS,Stuck in the Middle,Shameless
2265,X-Men: Evolution,2000,7+,7.9,,0,1,0,1,37.628,668,7.8,212,,2003-10-25,2000-11-04,4,52,,en,US,False,The WB,Legion,The Gifted
2266,Cardinal,2017,16+,7.7,,0,1,0,0,21.636,67743,7,70,,2020-05-11,2017-01-25,4,24,,en,CA,False,CTV,The Killing,Motive
2267,Spiral,2005,7+,8.5,,0,1,1,0,9.019,10553,8.3,3,,1987-12-18,1987-09-21,1,65,,en,US,False,,,
2268,Good Luck Charlie,2010,all,7.0,,0,1,0,1,43.325,21641,7.8,78,,2014-02-16,2010-04-04,4,99,,en,US,False,Disney Channel,The Wonder Years,Stuck in the Middle
2269,Overlord,2015,18+,7.8,,0,1,0,0,39.099,64196,8.5,206,,2018-10-02,2015-07-07,3,39,,ja,JP,False,AT-X,ソードアート・オンライン,神様はじめました
2270,Pawn Stars,2009,7+,7.2,,0,1,0,0,31.125,21755,6.6,104,,2020-07-27,2009-07-19,17,589,,en,US,True,History,Malcolm in the Middle,The Middle
2271,American Gothic,1995,7+,8.1,67%,0,1,0,0,7.57,318,7.7,30,,1998-02-06,1995-09-22,1,22,,en,US,False,CBS,Bates Motel,Mindhunter
2272,LEGO Masters,2020,7+,7.2,67%,0,1,0,0,3.016,94064,8,9,,2020-04-15,2020-02-05,1,10,,en,US,True,FOX,American Idol,Project Runway
2273,Anthony Bourdain: No Reservations,2005,7+,8.4,,0,1,0,0,8.981,4533,8,36,,2012-11-05,2005-07-25,9,145,,en,US,False,Travel Channel,,
2274,Dawson's Creek,1998,16+,6.6,,0,1,1,0,32.103,2327,7.1,151,,2003-05-14,1998-01-20,6,128,,en,US,False,The WB,Gossip Girl,The O.C.
2275,Taxi,1978,7+,7.6,,0,1,0,0,16.764,2251,7.3,82,,1983-06-15,1978-09-12,5,114,,en,US,False,NBC,2 Broke Girls,Mad About You
2276,Bless This Mess,2019,7+,6.7,82%,0,1,0,0,6.855,86129,6.4,12,,2020-05-04,2019-04-16,2,26,,en,US,False,ABC,Fawlty Towers,You Me Her
2277,Forged in Fire,2015,7+,8.4,,0,1,1,0,8.66,62884,8.2,37,,2020-08-19,2015-06-22,7,165,,en,US,True,History,Hollywood Weapons,ヨルムンガンド
2278,Schooled,2019,7+,6.9,73%,0,1,0,0,9.575,81924,6.1,14,,2020-05-13,2019-01-09,2,34,,en,US,False,ABC,Fresh Off the Boat,That '70s Show
2279,Robin of Sherwood,1984,,8.5,,0,1,1,0,9.586,4488,8.1,16,,1986-06-28,1984-04-28,3,26,,en,GB,False,ITV,The Adventures of Robin Hood,Robin Hood
2280,Assassination Classroom,2015,16+,8.0,,0,1,0,0,45.573,62110,8.6,260,,2016-07-01,2015-01-10,2,47,,ja,JP,False,Fuji TV,どろろ,銀魂
2281,The Mick,2017,16+,7.8,,0,1,0,0,20.026,66551,6.9,127,,2018-04-03,2017-01-01,2,37,,en,US,False,FOX,The Middle,My Wife and Kids
2282,Yu-Gi-Oh! GX,2004,all,6.7,,0,1,1,0,21.938,12536,6.6,23,,2008-03-26,2004-10-06,4,180,,ja,JP,False,TV Tokyo,,
2283,The League of Gentlemen,1999,18+,8.4,,0,1,1,0,7.014,2349,7.5,54,,2017-12-20,1999-01-11,4,21,,en,GB,False,BBC Two,Ideal,The New Statesman
2284,Black Lagoon,2006,18+,8.0,,0,1,0,0,21.256,12598,7.9,93,,2006-12-20,2006-04-09,1,24,,ja,JP,False,Chiba TV,ヨルムンガンド,エンジェルビーツ!
2285,Silent Witness,1996,16+,7.8,,0,1,1,0,22.12,2750,7.4,44,,2020-02-03,1996-02-21,23,212,,en,GB,True,BBC One,Vera,Inspector Morse
2286,DARLING in the FRANXX,2018,16+,7.3,,0,1,0,0,42.939,76121,9,349,,2018-07-06,2018-01-13,1,24,,ja,JP,False,Tokyo MX,フルメタル·パニック!,魔法騎士レイアース
2287,Diabolik Lovers,2013,16+,5.3,,0,1,0,0,15.408,61512,3.9,12,,2015-12-10,2013-09-16,2,24,,ja,JP,False,AT-X,フルーツバスケット,ダンスインザヴァンパイアバンド
2288,Numb3rs,2006,7+,6.9,,0,1,0,0,29.182,578,7.1,212,,2011-09-04,2006-03-05,6,118,,en,US,False,CBS,Perception,Profiler
2289,The Masked Singer,2019,7+,6.3,,0,1,0,0,7.977,84910,9.2,47,,2020-05-20,2019-01-02,4,46,,en,US,True,FOX,American Idol,American Idol
2290,Naked and Afraid,2013,16+,6.6,,0,1,0,0,11.405,58832,6.8,28,,2020-05-17,2013-06-23,11,136,,en,US,True,Discovery,Alone,Naked and Afraid XL
2291,Friday Night Dinner,2011,18+,8.1,,0,1,0,0,8.413,34435,8.3,57,,2020-05-01,2011-02-25,6,36,,en,GB,True,Channel 4,The Middle,Married... with Children
2292,Fire Force,2019,7+,7.7,,0,1,0,0,16.788,88046,8.4,131,,2020-09-05,2019-07-06,2,35,,ja,JP,True,MBS,デッドマン・ワンダーランド,ダンスインザヴァンパイアバンド
2293,Station 19,2018,16+,6.5,,0,1,0,0,169.163,76773,8.2,422,,2020-05-14,2018-03-22,3,43,,en,US,True,ABC,Rescue Me,Chicago Fire
2294,The Future Diary,2011,18+,7.6,,0,1,0,0,21.17,46671,6.9,75,,2012-04-15,2011-10-09,1,26,,ja,JP,False,Chiba TV,どろろ,DEATH NOTE
2295,Saved by the Bell,1989,all,7.0,,0,1,0,0,19.183,4345,7.6,258,,1993-05-22,1989-08-20,4,86,,en,US,False,NBC,Head of the Class,Parker Lewis Can't Lose
2296,Breakout Kings,2011,16+,7.3,41%,0,1,0,0,9.615,32861,6.4,60,,2012-04-29,2011-03-06,2,23,,en,US,False,A&E,Prison Break,Rectify
2297,The Ultimate Fighter,2005,16+,7.8,,0,1,0,0,13.966,517,6.9,29,,2018-11-30,2005-01-17,28,379,,en,US,True,Spike,Kingdom,쌈 마이웨이
2298,Ergo Proxy,2006,16+,8.0,,0,1,0,0,15.984,1097,7.6,86,,2006-08-12,2006-02-25,1,23,,ja,JP,False,WOWOW Prime,サイコパス,エルフェンリート
2299,Saving Hope,2012,16+,7.5,,0,1,0,0,16.769,43097,6.5,49,,2017-08-03,2012-06-07,5,85,,en,CA,False,CTV,Remedy,Chicago Hope
2300,The Bold Type,2017,16+,8.0,,0,1,0,0,19.944,69630,7.7,77,,2020-07-16,2017-06-20,4,46,,en,US,True,Freeform,2 Broke Girls,Younger
2301,Pitch,2016,16+,7.4,94%,0,1,0,0,6.177,67147,5.8,36,,2016-12-08,2016-09-22,1,10,,en,US,False,FOX,メジャーセカンド,스토브리그
2302,How the Universe Works,2010,7+,9.0,,0,1,1,0,12.242,33827,8.2,61,,2020-02-27,2010-04-25,8,71,,en,US,True,Discovery,Cosmos,Cosmos: A Personal Voyage
2303,Dragon Ball GT,1996,7+,6.8,,0,1,0,0,9.456,12697,7.5,791,,1997-11-19,1996-02-07,1,64,,ja,JP,False,Fuji TV,ドラゴンボールゼット,血界戦線
2304,The Long Road Home,2017,18+,7.5,77%,0,1,0,0,6.895,73178,7.1,25,,2017-12-19,2017-11-07,1,7,,en,IQ,False,National Geographic,SEAL Team,'Allo 'Allo!
2305,Crayon Shin-chan,1992,7+,7.9,,0,1,0,0,45.121,30623,7.2,45,,2002-07-15,1992-04-13,1,1818,,ja,JP,True,tv asahi,巨人族の花嫁,デュエル・マスターズ
2306,Intervention,2005,16+,7.9,,0,1,0,0,8.45,11145,7.1,21,,2020-08-30,2005-03-06,21,287,,en,US,True,A&E,This Is Us,Nurse Jackie
2307,The Outer Limits,1995,18+,7.7,,0,1,1,0,12.127,21567,7.9,81,,1965-01-16,1963-09-16,2,49,,en,US,False,ABC,Scorpion,"Love, Death & Robots"
2308,Outsourced,2010,16+,7.5,20%,0,1,0,0,11.885,32694,6.8,52,,2011-05-12,2010-09-23,1,22,,en,US,False,NBC,Интерны,2 Broke Girls
2309,60 Days In,2016,16+,7.7,,0,1,0,0,10.83,65854,6.4,39,,2020-04-30,2016-03-10,6,83,,en,US,True,A&E,MythBusters,Making a Murderer
2310,Into the Dark,2018,18+,6.3,74%,0,1,0,0,2.078,56015,6,1,,,2013-01-28,1,12,,en,,,,,
2311,Clique,2017,7+,7.0,100%,0,1,0,0,8.487,70566,6,14,,2018-12-15,2017-03-05,2,12,,de,GB,False,BBC Three,You Me Her,イエスタデイをうたって
2312,The Son,2017,16+,7.5,52%,0,1,0,0,12.771,67232,6.4,66,,2019-06-29,2017-04-08,2,20,,en,US,False,AMC,Friday Night Lights,Preacher
2313,Songland,2019,7+,7.7,67%,0,1,0,0,1.56,89428,7.5,4,,2020-06-15,2019-05-28,2,21,,en,,,,The Bachelor,Project Runway
2314,Lincoln Rhyme: Hunt for the Bone Collector,2020,16+,6.9,30%,0,1,0,0,11.314,95272,8.2,62,,2020-03-13,2020-01-10,1,10,,fr,US,False,NBC,,
2315,Saving Grace,2007,18+,7.6,73%,0,1,0,0,8.565,9899,8.3,27,,2010-06-21,2007-07-23,3,46,,en,US,False,TNT,Motive,Shades of Blue
2316,90 Day Fiancé,2014,16+,6.3,,0,1,0,0,5.925,61575,7.5,28,,2020-02-17,2014-01-12,7,83,,en,US,True,TLC,Open All Hours,
2317,"Beverly Hills, 90210",1990,7+,6.3,,0,1,0,0,65.705,2025,6.3,174,,2000-05-17,1990-10-04,10,293,,en,US,False,FOX,90210,The O.C.
